#peakID	chr	start	end	strand	PC1
chr20-48150000	chr20	48150000	48200000	+	1.12927788243914
chr20-48200000	chr20	48200000	48250000	+	0.98768493478338
chr20-48250000	chr20	48250000	48300000	+	0.929775719948078
chr20-48300000	chr20	48300000	48350000	+	0.776530890530701
chr20-48350000	chr20	48350000	48400000	+	0.740141334468942
chr20-48400000	chr20	48400000	48450000	+	0.90241538854202
chr20-48450000	chr20	48450000	48500000	+	0.919131927756908
chr20-48500000	chr20	48500000	48550000	+	0.982960047050922
chr20-48550000	chr20	48550000	48600000	+	0.937558187721615
chr20-48600000	chr20	48600000	48650000	+	1.00314241167472
chr20-48650000	chr20	48650000	48700000	+	1.25268537771413
chr20-48700000	chr20	48700000	48750000	+	1.15417658487302
chr20-48750000	chr20	48750000	48800000	+	1.09897837846366
chr20-48800000	chr20	48800000	48850000	+	1.0104671224181
chr20-48850000	chr20	48850000	48900000	+	1.1124320950586
chr20-48900000	chr20	48900000	48950000	+	1.09715060952807
chr20-48950000	chr20	48950000	49000000	+	1.01109783665164
chr20-49000000	chr20	49000000	49050000	+	1.19064171825385
chr20-49050000	chr20	49050000	49100000	+	1.10015716808833
chr20-49100000	chr20	49100000	49150000	+	1.10325350950613
chr20-49150000	chr20	49150000	49200000	+	1.27056254538318
chr20-49200000	chr20	49200000	49250000	+	1.15580646019495
chr20-49250000	chr20	49250000	49300000	+	1.21840115519543
chr20-49300000	chr20	49300000	49350000	+	1.31283712170838
chr20-49350000	chr20	49350000	49400000	+	1.26812809471552
chr20-49400000	chr20	49400000	49450000	+	1.25449448617931
chr20-49450000	chr20	49450000	49500000	+	1.27924610179766
chr20-49500000	chr20	49500000	49550000	+	1.36745386192182
chr20-49550000	chr20	49550000	49600000	+	1.37421183679757
chr20-49600000	chr20	49600000	49650000	+	1.28555881410478
chr20-49650000	chr20	49650000	49700000	+	1.18594147671272
chr20-49700000	chr20	49700000	49750000	+	1.26849069276546
chr20-49750000	chr20	49750000	49800000	+	1.37271473747272
chr20-49800000	chr20	49800000	49850000	+	1.22053949839627
chr20-49850000	chr20	49850000	49900000	+	1.24736443648984
chr20-49900000	chr20	49900000	49950000	+	1.41920635569627
chr20-49950000	chr20	49950000	50000000	+	1.21109669727886
chr20-50000000	chr20	50000000	50050000	+	1.23155368565666
chr20-50050000	chr20	50050000	50100000	+	1.2403666494709
chr20-50100000	chr20	50100000	50150000	+	1.22121929275235
chr20-50150000	chr20	50150000	50200000	+	1.32035405969436
chr20-50200000	chr20	50200000	50250000	+	1.44468591068686
chr20-50250000	chr20	50250000	50300000	+	1.44924512513026
chr20-50300000	chr20	50300000	50350000	+	1.3827058717133
chr20-50350000	chr20	50350000	50400000	+	1.4480373112074
chr20-50400000	chr20	50400000	50450000	+	1.53239264449487
chr20-50450000	chr20	50450000	50500000	+	1.38029323138717
chr20-50500000	chr20	50500000	50550000	+	1.31997222707161
chr20-50550000	chr20	50550000	50600000	+	1.34204749048801
chr20-50600000	chr20	50600000	50650000	+	1.35323202311164
chr20-50650000	chr20	50650000	50700000	+	1.37976592933604
chr20-50700000	chr20	50700000	50750000	+	1.33688438646679
chr20-50750000	chr20	50750000	50800000	+	1.38921320161256
chr20-50800000	chr20	50800000	50850000	+	1.37159647542193
chr20-50850000	chr20	50850000	50900000	+	1.21355289355851
chr20-50900000	chr20	50900000	50950000	+	1.16113626947188
chr20-50950000	chr20	50950000	51000000	+	1.08185198787319
chr20-51000000	chr20	51000000	51050000	+	1.01742365066029
chr20-51050000	chr20	51050000	51100000	+	0.8019742100199
chr20-51100000	chr20	51100000	51150000	+	0.760150088309536
chr20-51150000	chr20	51150000	51200000	+	0.599341312851307
chr20-51200000	chr20	51200000	51250000	+	0.703129607458361
chr20-51250000	chr20	51250000	51300000	+	1.06992294769532
chr20-51300000	chr20	51300000	51350000	+	1.2164655596633
chr20-51350000	chr20	51350000	51400000	+	1.310006798637
chr20-51400000	chr20	51400000	51450000	+	1.17265799210047
chr20-51450000	chr20	51450000	51500000	+	0.995421442078061
chr20-51500000	chr20	51500000	51550000	+	1.0070238897057
chr20-51550000	chr20	51550000	51600000	+	1.04951062280032
chr20-51600000	chr20	51600000	51650000	+	1.02978797095883
chr20-51650000	chr20	51650000	51700000	+	0.971179892863793
chr20-51700000	chr20	51700000	51750000	+	1.16636206994182
chr20-51750000	chr20	51750000	51800000	+	0.995895124275207
chr20-51800000	chr20	51800000	51850000	+	1.01416300238625
chr20-51850000	chr20	51850000	51900000	+	1.02396878240723
chr20-51900000	chr20	51900000	51950000	+	0.744825497306515
chr20-51950000	chr20	51950000	52000000	+	0.647277113042887
chr20-52000000	chr20	52000000	52050000	+	0.833649542702475
chr20-52050000	chr20	52050000	52100000	+	0.736655167687371
chr20-52100000	chr20	52100000	52150000	+	0.660104829835774
chr20-52150000	chr20	52150000	52200000	+	0.551797650500329
chr20-52200000	chr20	52200000	52250000	+	0.250224200262631
chr20-52250000	chr20	52250000	52300000	+	0.103149098909791
chr20-52300000	chr20	52300000	52350000	+	-0.108351268480344
chr20-52350000	chr20	52350000	52400000	+	-0.338864085640575
chr20-52400000	chr20	52400000	52450000	+	-0.303039864695893
chr20-52450000	chr20	52450000	52500000	+	-0.0974852148359909
chr20-52500000	chr20	52500000	52550000	+	-0.188133661314194
chr20-52550000	chr20	52550000	52600000	+	-0.358581796759098
chr20-52600000	chr20	52600000	52650000	+	-0.24950905457513
chr20-52650000	chr20	52650000	52700000	+	-0.111386964824628
chr20-52700000	chr20	52700000	52750000	+	-0.193903589493656
chr20-52750000	chr20	52750000	52800000	+	-0.0033620661839709
chr20-52800000	chr20	52800000	52850000	+	0.427713767533493
chr20-52850000	chr20	52850000	52900000	+	0.581971630915102
chr20-52900000	chr20	52900000	52950000	+	0.75312917857207
chr20-52950000	chr20	52950000	53000000	+	1.0148588819077
chr20-53000000	chr20	53000000	53050000	+	0.868822212065913
chr20-53050000	chr20	53050000	53100000	+	0.728002934736926
chr20-53100000	chr20	53100000	53150000	+	0.63298123641862
chr20-53150000	chr20	53150000	53200000	+	0.788232237658369
chr20-53200000	chr20	53200000	53250000	+	0.62031109305566
chr20-53250000	chr20	53250000	53300000	+	-0.00768303192941325
chr20-53300000	chr20	53300000	53350000	+	-0.237652129823197
chr20-53350000	chr20	53350000	53400000	+	-0.223083857126474
chr20-53400000	chr20	53400000	53450000	+	-0.237154544968033
chr20-53450000	chr20	53450000	53500000	+	-0.127382243108576
chr20-53500000	chr20	53500000	53550000	+	0.372139015711475
chr20-53550000	chr20	53550000	53600000	+	0.849619435164973
chr20-53600000	chr20	53600000	53650000	+	0.741294410322798
chr20-53650000	chr20	53650000	53700000	+	0.734093577218497
chr20-53700000	chr20	53700000	53750000	+	0.803709155439338
chr20-53750000	chr20	53750000	53800000	+	0.944195995441458
chr20-53800000	chr20	53800000	53850000	+	0.980045638621741
chr20-53850000	chr20	53850000	53900000	+	0.819514672047837
chr20-53900000	chr20	53900000	53950000	+	0.589410586475956
chr20-53950000	chr20	53950000	54000000	+	0.00837244191651495
chr20-54000000	chr20	54000000	54050000	+	-0.239035631590431
chr20-54050000	chr20	54050000	54100000	+	0.318479033076061
chr20-54100000	chr20	54100000	54150000	+	0.393519942562977
chr20-54150000	chr20	54150000	54200000	+	0.2874033419312
chr20-54200000	chr20	54200000	54250000	+	-0.354943046994313
chr20-54250000	chr20	54250000	54300000	+	-0.818133973882497
chr20-54300000	chr20	54300000	54350000	+	-0.82308480221457
chr20-54350000	chr20	54350000	54400000	+	-0.926753018039952
chr20-54400000	chr20	54400000	54450000	+	-1.06923811056541
chr20-54450000	chr20	54450000	54500000	+	-1.21970727394481
chr20-54500000	chr20	54500000	54550000	+	-1.20181938625756
chr20-54550000	chr20	54550000	54600000	+	-1.18327313819857
chr20-54600000	chr20	54600000	54650000	+	-0.937758985589089
chr20-54650000	chr20	54650000	54700000	+	-1.26007664524706
chr20-54700000	chr20	54700000	54750000	+	-1.34666666371699
chr20-54750000	chr20	54750000	54800000	+	-1.36218197610771
chr20-54800000	chr20	54800000	54850000	+	-1.33921289966618
chr20-54850000	chr20	54850000	54900000	+	-1.36868877370803
chr20-54900000	chr20	54900000	54950000	+	-1.23349436689806
chr20-54950000	chr20	54950000	55000000	+	-1.19927019533824
chr20-55000000	chr20	55000000	55050000	+	-1.40725545871244
chr20-55050000	chr20	55050000	55100000	+	-1.38893073813
chr20-55100000	chr20	55100000	55150000	+	-1.43591123860874
chr20-55150000	chr20	55150000	55200000	+	-1.37668200575143
chr20-55200000	chr20	55200000	55250000	+	-1.32764291938081
chr20-55250000	chr20	55250000	55300000	+	-1.43489919937162
chr20-55300000	chr20	55300000	55350000	+	-1.4943170835837
chr20-55350000	chr20	55350000	55400000	+	-1.31154851854693
chr20-55400000	chr20	55400000	55450000	+	-1.41745801952129
chr20-55450000	chr20	55450000	55500000	+	-1.34512316418445
chr20-55500000	chr20	55500000	55550000	+	-1.25931966834232
chr20-55550000	chr20	55550000	55600000	+	-1.3081513950257
chr20-55600000	chr20	55600000	55650000	+	-1.30831299490545
chr20-55650000	chr20	55650000	55700000	+	-1.41318355166048
chr20-55700000	chr20	55700000	55750000	+	-1.36744559214154
chr20-55750000	chr20	55750000	55800000	+	-1.32214254001638
chr20-55800000	chr20	55800000	55850000	+	-1.38236104168412
chr20-55850000	chr20	55850000	55900000	+	-1.53714685211917
chr20-55900000	chr20	55900000	55950000	+	-1.36881940999726
chr20-55950000	chr20	55950000	56000000	+	-1.31395188623916
chr20-56000000	chr20	56000000	56050000	+	-1.29660917947683
chr20-56050000	chr20	56050000	56100000	+	-1.27497784877164
chr20-56100000	chr20	56100000	56150000	+	-1.38705027640849
chr20-56150000	chr20	56150000	56200000	+	-1.31398263088561
chr20-56200000	chr20	56200000	56250000	+	-1.27030020818601
chr20-56250000	chr20	56250000	56300000	+	-1.28393923701248
chr20-56300000	chr20	56300000	56350000	+	-1.23040540037216
chr20-56350000	chr20	56350000	56400000	+	-0.69747748024903
chr20-56400000	chr20	56400000	56450000	+	-0.0703848190913489
chr20-56450000	chr20	56450000	56500000	+	-0.298760544988219
chr20-56500000	chr20	56500000	56550000	+	-0.109042702862454
chr20-56550000	chr20	56550000	56600000	+	0.18428419260363
chr20-56600000	chr20	56600000	56650000	+	0.395287465416712
chr20-56650000	chr20	56650000	56700000	+	0.675149128642833
chr20-56700000	chr20	56700000	56750000	+	0.82620099257754
chr20-56750000	chr20	56750000	56800000	+	0.597552372061719
chr20-56800000	chr20	56800000	56850000	+	0.344116462527318
chr20-56850000	chr20	56850000	56900000	+	0.188135760535943
chr20-56900000	chr20	56900000	56950000	+	-0.00406357890617222
chr20-56950000	chr20	56950000	57000000	+	-0.0880603997767198
chr20-57000000	chr20	57000000	57050000	+	0.00243100434946388
chr20-57050000	chr20	57050000	57100000	+	0.132437071470874
chr20-57100000	chr20	57100000	57150000	+	0.141637811178713
chr20-57150000	chr20	57150000	57200000	+	0.251827392496931
chr20-57200000	chr20	57200000	57250000	+	0.0773308963543421
chr20-57250000	chr20	57250000	57300000	+	0.0921161762048765
chr20-57300000	chr20	57300000	57350000	+	0.389905851202154
chr20-57350000	chr20	57350000	57400000	+	0.373031203804123
chr20-57400000	chr20	57400000	57450000	+	0.489788850044713
chr20-57450000	chr20	57450000	57500000	+	0.621299894587809
chr20-57500000	chr20	57500000	57550000	+	0.61289289308753
chr20-57550000	chr20	57550000	57600000	+	0.680986875914451
chr20-57600000	chr20	57600000	57650000	+	0.750677188401019
chr20-57650000	chr20	57650000	57700000	+	0.986784113248476
chr20-57700000	chr20	57700000	57750000	+	1.13321082870358
chr20-57750000	chr20	57750000	57800000	+	0.883394107036498
chr20-57800000	chr20	57800000	57850000	+	0.855931625549141
chr20-57850000	chr20	57850000	57900000	+	1.23997475386469
chr20-57900000	chr20	57900000	57950000	+	0.992067773886461
chr20-57950000	chr20	57950000	58000000	+	0.928560229103876
chr20-58000000	chr20	58000000	58050000	+	0.991515894439025
chr20-58050000	chr20	58050000	58100000	+	0.690901655778617
chr20-58100000	chr20	58100000	58150000	+	0.78569958979956
chr20-58150000	chr20	58150000	58200000	+	0.617826222783907
chr20-58200000	chr20	58200000	58250000	+	0.265659845763609
chr20-58250000	chr20	58250000	58300000	+	0.25142650369494
chr20-58300000	chr20	58300000	58350000	+	0.28402402826306
chr20-58350000	chr20	58350000	58400000	+	0.604588965603752
chr20-58400000	chr20	58400000	58450000	+	0.570286942199954
chr20-58450000	chr20	58450000	58500000	+	0.0626636274275127
chr20-58500000	chr20	58500000	58550000	+	0.0429166228663093
chr20-58550000	chr20	58550000	58600000	+	0.186373048628647
chr20-58600000	chr20	58600000	58650000	+	0.151360731809712
chr20-58650000	chr20	58650000	58700000	+	0.2012259518019
chr20-58700000	chr20	58700000	58750000	+	0.0905744260591457
chr20-58750000	chr20	58750000	58800000	+	-0.249139261176533
chr20-58800000	chr20	58800000	58850000	+	-0.142615017426968
chr20-58850000	chr20	58850000	58900000	+	0.0821216157024085
chr20-58900000	chr20	58900000	58950000	+	-0.10635938055975
chr20-58950000	chr20	58950000	59000000	+	-0.0278095946299796
chr20-59000000	chr20	59000000	59050000	+	0.497525328079249
chr20-59050000	chr20	59050000	59100000	+	0.140067265172076
chr20-59100000	chr20	59100000	59150000	+	-0.62580943479289
chr20-59150000	chr20	59150000	59200000	+	-0.860881359080035
chr20-59200000	chr20	59200000	59250000	+	-1.03488049751757
chr20-59250000	chr20	59250000	59300000	+	-0.971197468487768
chr20-59300000	chr20	59300000	59350000	+	-1.00253947198823
chr20-59350000	chr20	59350000	59400000	+	-1.0191623417521
chr20-59400000	chr20	59400000	59450000	+	-0.856594751921287
chr20-59450000	chr20	59450000	59500000	+	-0.76065580388292
chr20-59500000	chr20	59500000	59550000	+	-0.708115358139946
chr20-59550000	chr20	59550000	59600000	+	-0.945201784326419
chr20-59600000	chr20	59600000	59650000	+	-1.22302882282527
chr20-59650000	chr20	59650000	59700000	+	-1.14855331596821
chr20-59700000	chr20	59700000	59750000	+	-0.903533277245507
chr20-59750000	chr20	59750000	59800000	+	-0.500452826452584
chr20-59800000	chr20	59800000	59850000	+	-0.307045900505351
chr20-59850000	chr20	59850000	59900000	+	-0.541929384047608
chr20-59900000	chr20	59900000	59950000	+	-0.372150047532539
chr20-59950000	chr20	59950000	60000000	+	-0.232388565169369
chr20-60000000	chr20	60000000	60050000	+	-0.706547806023441
chr20-60050000	chr20	60050000	60100000	+	-0.785161450886037
chr20-60100000	chr20	60100000	60150000	+	-0.792673145938942
chr20-60150000	chr20	60150000	60200000	+	-1.03209882109215
chr20-60200000	chr20	60200000	60250000	+	-1.06816805004293
chr20-60250000	chr20	60250000	60300000	+	-1.18040515818834
chr20-60300000	chr20	60300000	60350000	+	-1.38513685246605
chr20-60350000	chr20	60350000	60400000	+	-1.37288076397271
chr20-60400000	chr20	60400000	60450000	+	-1.40636359372788
chr20-60450000	chr20	60450000	60500000	+	-1.46562375586517
chr20-60500000	chr20	60500000	60550000	+	-1.49460319966505
chr20-60550000	chr20	60550000	60600000	+	-1.52931100125685
chr20-60600000	chr20	60600000	60650000	+	-1.3464913829629
chr20-60650000	chr20	60650000	60700000	+	-1.33777560417202
chr20-60700000	chr20	60700000	60750000	+	-1.38828393873676
chr20-60750000	chr20	60750000	60800000	+	-1.47860685939853
chr20-60800000	chr20	60800000	60850000	+	-1.46843589703559
chr20-60850000	chr20	60850000	60900000	+	-1.40301754706466
chr20-60900000	chr20	60900000	60950000	+	-1.33559093336597
chr20-60950000	chr20	60950000	61000000	+	-1.22629794446678
chr20-61000000	chr20	61000000	61050000	+	-1.24885602246614
chr20-61050000	chr20	61050000	61100000	+	-1.41833341127146
chr20-61100000	chr20	61100000	61150000	+	-1.37410342965242
chr20-61150000	chr20	61150000	61200000	+	-1.23189191702108
chr20-61200000	chr20	61200000	61250000	+	-1.09510598937107
chr20-61250000	chr20	61250000	61300000	+	-1.00288138707307
chr20-61300000	chr20	61300000	61350000	+	-1.1524237454366
chr20-61350000	chr20	61350000	61400000	+	-1.18863045624305
chr20-61400000	chr20	61400000	61450000	+	-1.20033027323925
chr20-61450000	chr20	61450000	61500000	+	-1.30052053211133
chr20-61500000	chr20	61500000	61550000	+	-1.28651638034911
chr20-61550000	chr20	61550000	61600000	+	-1.33239640310415
chr20-61600000	chr20	61600000	61650000	+	-1.35623352368337
chr20-61650000	chr20	61650000	61700000	+	-1.38186652650691
chr20-61700000	chr20	61700000	61750000	+	-1.23671547037055
chr20-61750000	chr20	61750000	61800000	+	-1.16496114428629
chr20-61800000	chr20	61800000	61850000	+	-1.24195213053076
chr20-61850000	chr20	61850000	61900000	+	-1.15861406383735
chr20-61900000	chr20	61900000	61950000	+	-1.07029416934566
chr20-61950000	chr20	61950000	62000000	+	0.0563723140389524
chr20-62000000	chr20	62000000	62050000	+	0.69521387508509
chr20-62050000	chr20	62050000	62100000	+	0.699973665727461
chr20-62100000	chr20	62100000	62150000	+	0.706086946245335
chr20-62150000	chr20	62150000	62200000	+	1.02228516081098
chr20-62200000	chr20	62200000	62250000	+	1.13380235010015
chr20-62250000	chr20	62250000	62300000	+	1.51851606983387
chr20-62300000	chr20	62300000	62350000	+	1.59682203319621
chr20-62350000	chr20	62350000	62400000	+	1.62715105787416
chr20-62400000	chr20	62400000	62450000	+	1.51880133604838
chr20-62450000	chr20	62450000	62500000	+	1.55042609047755
chr20-62500000	chr20	62500000	62550000	+	1.4280063972695
chr20-62550000	chr20	62550000	62600000	+	1.46975056670789
chr20-62600000	chr20	62600000	62650000	+	1.49710014044412
chr20-62650000	chr20	62650000	62700000	+	1.52757332435691
chr20-62700000	chr20	62700000	62750000	+	1.44725265810564
chr20-62750000	chr20	62750000	62800000	+	1.51932953930209
chr20-62800000	chr20	62800000	62850000	+	1.5872570383364
chr20-62850000	chr20	62850000	62900000	+	1.63548214088639
chr20-62900000	chr20	62900000	62950000	+	1.5639746814233
chr20-62950000	chr20	62950000	63000000	+	1.49107115589113
chr20-63000000	chr20	63000000	63050000	+	1.49638990331011
chr20-63050000	chr20	63050000	63100000	+	1.32328998002055
chr20-63100000	chr20	63100000	63150000	+	1.38038558297445
chr20-63150000	chr20	63150000	63200000	+	1.45459338073876
chr20-63200000	chr20	63200000	63250000	+	1.53224290941701
chr20-63250000	chr20	63250000	63300000	+	1.45574447801039
chr20-63300000	chr20	63300000	63350000	+	1.60289477289002
chr20-63350000	chr20	63350000	63400000	+	1.52062130056391
chr20-63400000	chr20	63400000	63450000	+	1.59137594681203
chr20-63450000	chr20	63450000	63500000	+	1.58069375402734
chr20-63500000	chr20	63500000	63550000	+	1.53921995268304
chr20-63550000	chr20	63550000	63600000	+	1.57748933605896
chr20-63600000	chr20	63600000	63650000	+	1.48541598615104
chr20-63650000	chr20	63650000	63700000	+	1.40335673939508
chr20-63700000	chr20	63700000	63750000	+	1.57568341187353
chr20-63750000	chr20	63750000	63800000	+	1.63484599569457
chr20-63800000	chr20	63800000	63850000	+	1.50481187499678
chr20-63850000	chr20	63850000	63900000	+	1.41375346736425
chr20-63900000	chr20	63900000	63950000	+	1.43501191535243
chr20-63950000	chr20	63950000	64000000	+	1.39012934531111
chr20-64000000	chr20	64000000	64050000	+	1.41820463576097
chr20-64050000	chr20	64050000	64100000	+	1.56663072446923
chr20-64100000	chr20	64100000	64150000	+	1.33986527526104
chr20-64150000	chr20	64150000	64200000	+	1.15634528533782
chr20-64200000	chr20	64200000	64250000	+	1.27141905124652
chr20-64250000	chr20	64250000	64300000	+	1.2083724312454
chr20-64300000	chr20	64300000	64350000	+	1.16852830796484
chr21-5150000	chr21	5150000	5200000	+	0.0463926348547632
chr21-5200000	chr21	5200000	5250000	+	-0.294557992338605
chr21-5250000	chr21	5250000	5300000	+	-0.312908574827592
chr21-5300000	chr21	5300000	5350000	+	-0.182454966779544
chr21-5350000	chr21	5350000	5400000	+	-0.295888322184328
chr21-6300000	chr21	6300000	6350000	+	0.0735171194105366
chr21-6350000	chr21	6350000	6400000	+	0.662568346985635
chr21-6400000	chr21	6400000	6450000	+	1.46945018664203
chr21-7150000	chr21	7150000	7200000	+	-0.562449423039259
chr21-7200000	chr21	7200000	7250000	+	-0.258428561137044
chr21-7250000	chr21	7250000	7300000	+	-0.285630831169603
chr21-7300000	chr21	7300000	7350000	+	-0.403494146879073
chr21-7350000	chr21	7350000	7400000	+	-0.524185269952162
chr21-7900000	chr21	7900000	7950000	+	-0.31902210999533
chr21-7950000	chr21	7950000	8000000	+	-0.457365146255866
chr21-8000000	chr21	8000000	8050000	+	-0.806266698007432
chr21-8050000	chr21	8050000	8100000	+	-0.368663454796218
chr21-8500000	chr21	8500000	8550000	+	-0.662197232183675
chr21-8550000	chr21	8550000	8600000	+	-0.612970162195469
chr21-8600000	chr21	8600000	8650000	+	-0.74205949140976
chr21-8650000	chr21	8650000	8700000	+	-1.04562121838277
chr21-8700000	chr21	8700000	8750000	+	-0.327289218071862
chr21-8750000	chr21	8750000	8800000	+	0.21541433242931
chr21-8800000	chr21	8800000	8850000	+	0.179821903049152
chr21-8850000	chr21	8850000	8900000	+	0.246518406857074
chr21-8900000	chr21	8900000	8950000	+	0.40834518235633
chr21-8950000	chr21	8950000	9000000	+	0.0934292961511212
chr21-9000000	chr21	9000000	9050000	+	0.0529285442676383
chr21-9050000	chr21	9050000	9100000	+	-0.0208887381644007
chr21-9100000	chr21	9100000	9150000	+	-0.126044672187868
chr21-9150000	chr21	9150000	9200000	+	-0.279649544265481
chr21-9200000	chr21	9200000	9250000	+	-0.559500880243186
chr21-9250000	chr21	9250000	9300000	+	-0.330756267037715
chr21-9300000	chr21	9300000	9350000	+	-0.398077253503729
chr21-9350000	chr21	9350000	9400000	+	-0.543503886181618
chr21-9400000	chr21	9400000	9450000	+	0.314262414112825
chr21-9500000	chr21	9500000	9550000	+	-0.653134884312073
chr21-9550000	chr21	9550000	9600000	+	-0.725181721227415
chr21-9600000	chr21	9600000	9650000	+	-0.683754865953342
chr21-9650000	chr21	9650000	9700000	+	-0.576760171964358
chr21-9700000	chr21	9700000	9750000	+	-0.685156867115947
chr21-9750000	chr21	9750000	9800000	+	-0.787747811142655
chr21-9800000	chr21	9800000	9850000	+	-0.69417505966129
chr21-9850000	chr21	9850000	9900000	+	-0.722491472984539
chr21-9900000	chr21	9900000	9950000	+	-0.950308881010682
chr21-9950000	chr21	9950000	10000000	+	-0.625233685406124
chr21-10000000	chr21	10000000	10050000	+	-0.403640144956508
chr21-10050000	chr21	10050000	10100000	+	-0.722531983527781
chr21-10100000	chr21	10100000	10150000	+	-0.685762553351142
chr21-10150000	chr21	10150000	10200000	+	-0.439447206402777
chr21-10300000	chr21	10300000	10350000	+	-0.564858136444386
chr21-10350000	chr21	10350000	10400000	+	-0.599592132129
chr21-10400000	chr21	10400000	10450000	+	-0.654632334353962
chr21-10450000	chr21	10450000	10500000	+	-0.678789744942809
chr21-10500000	chr21	10500000	10550000	+	-0.920266554647666
chr21-10550000	chr21	10550000	10600000	+	-0.96859981173168
chr21-10600000	chr21	10600000	10650000	+	-0.639803943503739
chr21-10650000	chr21	10650000	10700000	+	-0.355069492378368
chr21-10700000	chr21	10700000	10750000	+	-0.658700627598044
chr21-10800000	chr21	10800000	10850000	+	-0.536506084815488
chr21-12900000	chr21	12900000	12950000	+	-0.778916946450851
chr21-12950000	chr21	12950000	13000000	+	-0.991617242090422
chr21-13000000	chr21	13000000	13050000	+	-0.946668385831569
chr21-13050000	chr21	13050000	13100000	+	-0.571114161254704
chr21-13100000	chr21	13100000	13150000	+	-1.15283716889807
chr21-13150000	chr21	13150000	13200000	+	-1.33790840075481
chr21-13200000	chr21	13200000	13250000	+	-1.10282649836046
chr21-13250000	chr21	13250000	13300000	+	-0.777118501349304
chr21-13300000	chr21	13300000	13350000	+	-1.13027630641854
chr21-13350000	chr21	13350000	13400000	+	-1.30049579051365
chr21-13400000	chr21	13400000	13450000	+	-1.08742928662006
chr21-13450000	chr21	13450000	13500000	+	-1.24388615870841
chr21-13500000	chr21	13500000	13550000	+	-0.931685573188025
chr21-13550000	chr21	13550000	13600000	+	-0.822641020087778
chr21-13600000	chr21	13600000	13650000	+	-0.88277154045189
chr21-13750000	chr21	13750000	13800000	+	-1.12694816195042
chr21-13800000	chr21	13800000	13850000	+	-1.10861386959068
chr21-13850000	chr21	13850000	13900000	+	-0.684038947538417
chr21-13900000	chr21	13900000	13950000	+	-0.319841926370579
chr21-13950000	chr21	13950000	14000000	+	0.262843708636931
chr21-14000000	chr21	14000000	14050000	+	0.34356517416955
chr21-14050000	chr21	14050000	14100000	+	-0.088076087076467
chr21-14100000	chr21	14100000	14150000	+	-0.477241056323246
chr21-14150000	chr21	14150000	14200000	+	-0.480159125855548
chr21-14200000	chr21	14200000	14250000	+	-0.308066095128532
chr21-14250000	chr21	14250000	14300000	+	-0.226967496375254
chr21-14300000	chr21	14300000	14350000	+	-0.282795652803557
chr21-14350000	chr21	14350000	14400000	+	-0.0373238932499875
chr21-14400000	chr21	14400000	14450000	+	0.249463805521702
chr21-14450000	chr21	14450000	14500000	+	0.193984834750714
chr21-14500000	chr21	14500000	14550000	+	0.2406497697793
chr21-14550000	chr21	14550000	14600000	+	0.239364833174429
chr21-14600000	chr21	14600000	14650000	+	-0.0115905528979163
chr21-14650000	chr21	14650000	14700000	+	0.0234701533716827
chr21-14700000	chr21	14700000	14750000	+	0.144026136073376
chr21-14750000	chr21	14750000	14800000	+	0.102572246303563
chr21-14800000	chr21	14800000	14850000	+	0.382585204781992
chr21-14850000	chr21	14850000	14900000	+	0.819483503038609
chr21-14900000	chr21	14900000	14950000	+	1.03052903211937
chr21-14950000	chr21	14950000	15000000	+	1.09130689852689
chr21-15000000	chr21	15000000	15050000	+	0.958694729388005
chr21-15050000	chr21	15050000	15100000	+	0.761672953140762
chr21-15100000	chr21	15100000	15150000	+	0.881348577619647
chr21-15150000	chr21	15150000	15200000	+	0.916217854897739
chr21-15200000	chr21	15200000	15250000	+	0.946025435468392
chr21-15250000	chr21	15250000	15300000	+	1.05806550930544
chr21-15300000	chr21	15300000	15350000	+	0.990869588720225
chr21-15350000	chr21	15350000	15400000	+	0.719100433285875
chr21-15400000	chr21	15400000	15450000	+	0.765802251076684
chr21-15450000	chr21	15450000	15500000	+	0.801276782380342
chr21-15500000	chr21	15500000	15550000	+	0.815287187361264
chr21-15550000	chr21	15550000	15600000	+	0.872611295563228
chr21-15600000	chr21	15600000	15650000	+	0.940401070549823
chr21-15650000	chr21	15650000	15700000	+	0.915246061455725
chr21-15700000	chr21	15700000	15750000	+	0.940805019591743
chr21-15750000	chr21	15750000	15800000	+	0.792981300334519
chr21-15800000	chr21	15800000	15850000	+	0.816182306558931
chr21-15850000	chr21	15850000	15900000	+	0.657412067518713
chr21-15900000	chr21	15900000	15950000	+	-0.0588866870729521
chr21-15950000	chr21	15950000	16000000	+	-0.193895336165115
chr21-16000000	chr21	16000000	16050000	+	-0.240312480496263
chr21-16050000	chr21	16050000	16100000	+	-0.236789391627183
chr21-16100000	chr21	16100000	16150000	+	-0.0267419048167048
chr21-16150000	chr21	16150000	16200000	+	0.174645110514459
chr21-16200000	chr21	16200000	16250000	+	0.249470694486543
chr21-16250000	chr21	16250000	16300000	+	0.333054847345878
chr21-16300000	chr21	16300000	16350000	+	0.0448144666682982
chr21-16350000	chr21	16350000	16400000	+	-0.00553116393333047
chr21-16400000	chr21	16400000	16450000	+	0.236583584570874
chr21-16450000	chr21	16450000	16500000	+	0.055218980650971
chr21-16500000	chr21	16500000	16550000	+	0.274787243900051
chr21-16550000	chr21	16550000	16600000	+	0.519539918057907
chr21-16600000	chr21	16600000	16650000	+	0.202443828994154
chr21-16650000	chr21	16650000	16700000	+	-0.162594383908734
